music:589.689;30.535518560998543;0.033037109375;2.4302511957704907E-5;0.05575240034457288;24295.864563279098;
music:433.894;31.781110726398122;0.040927734375;1.3704092961996641E-5;0.02685065911659405;34439.419317851476;
music:923.449;37.370073392445654;0.024436279296875;1.1209732634748354E-4;0.042791015610744804;17789.513304025815;
music:710.716;40.87961114655999;0.007676513671875;0.0012669357130892787;0.10565525102906917;13667.948473834505;
music:590.532;23.164419900173904;0.0070299072265625;3.801274530354484E-5;0.06301280395996188;23093.44900823965;
speech:60.3838;3.924712202940284;0.0170771484375;6.126774024186047E-6;0.0029206659123091577;4662.302421008398;
speech:80.3051;4.1802489580257935;0.002184814453125;3.208704332879248E-5;0.004279044773625097;4739.865142381557;
speech:62.9599;3.899015005343018;0.001317138671875;7.490622363206585E-5;0.003977289725580319;2915.5611205921223;
speech:33.335;1.8148654596322944;3.318603515625E-4;9.147267821434256E-5;0.0019387429950111247;1441.8101393353388;
other:86.64;402.8265451633933;0.2266666666666667;34.181456991733604;0.0859814453125;2496.843904854429;
other:33.08;153.0957957970275;0.1133333333333333;10.036124870689777;0.039091796875;1472.7438969964567;
other:108.95;620.1899309538414;0.28000000000000014;53.629926553192576;0.10564453125;3524.0201202858652;
bird:33.335;1.8148654596322944;3.318603515625E-4;9.147267821434256E-5;0.0019387429950111247;1441.8101393353388;
bird:86.64;402.8265451633933;0.2266666666666667;34.181456991733604;0.0859814453125;2496.843904854429;
